entityID,entityType,dayType<TextUnrestricted>,sourceRef<TextUnrestricted>,location<geo:json>,returnStops<Number>,trend<TextUnrestricted>,name<TextUnrestricted>,forwardStops<Number>,returntrips<Number>,forwardtrips<Number>,zoneList<Json>,hour<Number>,sceneRef<TextUnrestricted>,TimeInstant<DateTime>
4,RouteSchedule,Laborable,4,,23,,,25,6.0,6.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Sabado,4,,23,,,25,4.0,5.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Domingo,4,,23,,,25,3.0,4.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Laborable,4,,23,,,25,6.0,6.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Sabado,4,,23,,,25,4.0,4.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Domingo,4,,23,,,25,4.0,3.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Laborable,4,,23,,,25,6.0,6.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Sabado,4,,23,,,25,4.0,4.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Domingo,4,,23,,,25,4.0,4.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Laborable,4,,23,,,25,7.0,6.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Sabado,4,,23,,,25,4.0,4.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Domingo,4,,23,,,25,4.0,4.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Laborable,4,,23,,,25,6.0,6.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Sabado,4,,23,,,25,4.0,5.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Domingo,4,,23,,,25,4.0,4.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Laborable,4,,23,,,25,6.0,6.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Sabado,4,,23,,,25,4.0,4.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Domingo,4,,23,,,25,3.0,4.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Laborable,4,,23,,,25,6.0,6.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Sabado,4,,23,,,25,4.0,4.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Domingo,4,,23,,,25,4.0,4.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Laborable,4,,23,,,25,5.0,6.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Sabado,4,,23,,,25,5.0,4.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Domingo,4,,23,,,25,4.0,4.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Laborable,4,,23,,,25,5.0,6.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Sabado,4,,23,,,25,4.0,5.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Domingo,4,,23,,,25,4.0,4.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Laborable,4,,23,,,25,4.0,5.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Sabado,4,,23,,,25,5.0,4.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Domingo,4,,23,,,25,3.0,2.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Laborable,4,,23,,,25,4.0,2.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Sabado,4,,23,,,25,4.0,4.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Domingo,4,,23,,,25,1.0,1.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Laborable,4,,23,,,25,0.0,1.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
4,RouteSchedule,Sabado,4,,23,,,25,2.0,3.0,"['1', '2', '6', '10', '11', '12']",,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,3.0,3.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,3.0,5.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,3.0,3.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,4.0,5.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,7.0,7.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,4.0,5.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,6.0,7.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,8.0,8.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,6.0,7.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,7.0,7.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,8.0,8.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,7.0,7.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,7.0,8.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,8.0,7.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,7.0,8.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,8.0,8.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,7.0,7.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,8.0,8.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,7.0,7.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,6.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,7.0,7.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,8.0,8.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,7.0,7.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,5.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,7.0,7.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,5.0,6.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,4.0,4.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,4.0,5.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,4.0,4.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,1.0,2.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,1.0,1.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,1.0,2.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Domingo,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Laborable,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
5,RouteSchedule,Sabado,5,,10,,,9,0.0,0.0,['1'],,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,1.0,1.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,1.0,1.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,0.0,1.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,5.0,4.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,2.0,2.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,1.0,1.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,4.0,5.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,3.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,4.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,6.0,4.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,4.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,3.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,6.0,5.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,3.0,4.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,3.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,6.0,6.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,4.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,3.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,6.0,6.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,3.0,4.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,3.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,6.0,5.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,4.0,4.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,3.0,4.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,5.0,6.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,4.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,3.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,6.0,6.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,3.0,4.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,3.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,6.0,6.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,4.0,4.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,3.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,6.0,6.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,4.0,4.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,3.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,6.0,5.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,3.0,4.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,3.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,6.0,6.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,3.0,4.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,4.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,6.0,6.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,4.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,3.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,6.0,6.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,4.0,4.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,3.0,3.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,6.0,5.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,4.0,4.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,2.0,2.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,3.0,2.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,2.0,2.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Domingo,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Laborable,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
6,RouteSchedule,Sabado,6,,30,,,32,0.0,0.0,"['1', '2', '5', '10', '15']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Domingo,7,,17,,,16,1.0,2.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Laborable,7,,17,,,16,1.0,1.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Sabado,7,,17,,,16,1.0,2.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Domingo,7,,17,,,16,1.0,1.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Laborable,7,,17,,,16,1.0,1.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Sabado,7,,17,,,16,1.0,1.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Domingo,7,,17,,,16,0.0,0.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Laborable,7,,17,,,16,0.0,0.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Sabado,7,,17,,,16,2.0,1.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Domingo,7,,17,,,16,0.0,0.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Laborable,7,,17,,,16,0.0,0.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Sabado,7,,17,,,16,0.0,1.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Domingo,7,,17,,,16,0.0,0.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Laborable,7,,17,,,16,0.0,0.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Sabado,7,,17,,,16,0.0,0.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Domingo,7,,17,,,16,0.0,0.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Laborable,7,,17,,,16,1.0,0.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Sabado,7,,17,,,16,0.0,0.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Domingo,7,,17,,,16,0.0,0.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Laborable,7,,17,,,16,3.0,3.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Sabado,7,,17,,,16,3.0,2.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Domingo,7,,17,,,16,2.0,1.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Laborable,7,,17,,,16,4.0,3.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Sabado,7,,17,,,16,3.0,3.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Domingo,7,,17,,,16,4.0,3.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Laborable,7,,17,,,16,3.0,5.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Sabado,7,,17,,,16,4.0,3.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Domingo,7,,17,,,16,3.0,4.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Laborable,7,,17,,,16,5.0,5.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
7,RouteSchedule,Sabado,7,,17,,,16,4.0,4.0,"['1', '2', '10']",,N/A,2024-05-21 00:00:00+00:00
